,Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,VideoAmt,PhotoAmt,DesSem,DesSemCat,NameSem,NameSemCat,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT,AdoptionSpeed,Breed1_name,Breed2_name,Mixed,BreedName
3831,1,2,2,1,2,7,2,2,2,2,1,1,0,41326,0,3,0.5625,1,0,0,48,12,1.1,24,28,35,148,546,480,1,Spitz,Mixed_Breed,TRUE,Spitz__Mixed_Breed
3832,1,2,2,3,5,7,2,2,1,2,3,1,0,41326,0,1,0.4735,1,0,0,29,4,2.8,10,26,63,109,640,360,1,Golden_Retriever,Spitz,FALSE,Golden_Retriever
3833,2,0,2,1,6,7,1,2,2,2,2,1,0,41342,0,1,0.257670455,1,-0.1,-1,38,6,2.7,10,38,82,155,400,300,1,Tabby,No_Breed,FALSE,Tabby
3834,2,2,2,1,7,0,2,1,2,2,2,2,0,41326,0,5,0,0,0,0,-1,-1,-1,50,46,97,159,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3835,1,0,1,1,2,0,2,1,3,3,2,1,0,41401,0,6,0.279166667,1,0.5,1,65,12,1.5,60,82,58,114,299,400,1,Mixed_Breed,Rottweiler,TRUE,Mixed_Breed__Rottweiler
3836,1,0,1,2,7,0,2,1,1,1,2,1,0,41336,0,5,-0.036944444,-1,0,0,44,8,0.9,42,75,61,92,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3837,2,2,2,1,7,0,2,2,1,1,1,1,0,41401,0,3,0.105555556,1,0,0,77,12,1.9,22,23,48,122,640,533,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3838,1,0,2,2,5,7,3,2,1,1,2,1,0,41326,0,6,0.140277778,1,0,0,70,13,1.8,59,31,78,148,340,480,0,Terrier,Mixed_Breed,TRUE,Terrier__Mixed_Breed
3839,2,0,1,6,0,0,2,2,2,2,2,1,2,41326,0,5,0.2,1,0,0,33,2,0.9,50,49,47,94,400,300,0,Tabby,Mixed_Breed,TRUE,Tabby__Mixed_Breed
3840,1,0,1,1,2,7,2,1,1,1,1,1,0,41326,0,6,0.128888889,1,0,0,102,17,3.9,58,18,55,159,458,471,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3841,2,0,1,1,7,0,2,1,2,2,2,1,3,41326,0,2,-0.6,-1,0,0,34,5,-0.1,17,65,61,134,399,224,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3842,2,2,1,2,5,7,2,3,1,1,2,1,10,41326,0,2,0.083333333,1,0,0,61,12,-0.3,19,42,105,137,400,334,1,Siamese,Mixed_Breed,TRUE,Siamese__Mixed_Breed
3843,1,2,2,7,0,0,2,2,3,3,2,1,0,41336,0,1,0.125,1,0,0,49,9,-0.6,10,38,38,117,300,400,1,Husky,No_Breed,FALSE,Husky
3844,2,2,2,1,6,7,2,1,1,1,1,1,0,41326,0,3,0.2375,1,0,0,25,3,0.9,30,14,70,112,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3845,2,0,1,2,7,0,2,2,2,2,2,1,0,41332,0,3,0.145454545,1,0,0,64,14,1.3,30,44,58,127,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3846,2,2,1,1,7,0,2,1,1,1,2,1,0,41401,0,3,-0.166666667,-1,0,0,29,4,0.2,29,65,88,131,400,299,1,Tuxedo,No_Breed,FALSE,Tuxedo
3847,2,0,2,3,0,0,1,1,2,1,2,1,0,41326,0,1,0.02,1,0,0,29,8,1.1,10,46,54,142,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3848,1,2,2,5,0,0,1,2,1,1,1,1,0,41326,0,3,0.156439394,1,0,0,120,17,0.4,30,60,70,127,304,400,0,Poodle,No_Breed,FALSE,Poodle
3849,1,2,1,4,7,0,3,1,1,1,2,1,10,41332,0,3,0.3,1,0,0,48,8,0.5,25,21,73,146,453,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3850,1,0,2,2,0,0,1,1,1,1,2,1,0,41326,0,4,0.259895833,1,0,0,56,13,2.3,36,13,99,125,640,406,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3851,1,0,2,1,7,0,2,1,2,3,3,1,0,41326,0,1,0.0625,1,0,0,44,4,0.8,9,76,53,102,640,640,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3852,1,0,2,1,7,0,2,1,2,2,2,1,0,41330,1,1,-0.018166667,-1,0,0,156,30,2.9,10,102,101,167,400,266,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3853,2,0,2,1,7,0,1,1,2,2,2,1,0,41326,0,2,0.211111111,1,0,0,17,4,1.3,16,68,102,139,203,360,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3854,1,1,2,1,2,5,2,1,2,2,1,1,0,41326,0,2,0.333333333,1,0,0,50,5,0.2,15,23,111,141,315,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3855,1,2,2,2,0,0,3,2,1,2,1,1,0,41336,0,3,0.275925926,1,0,0,97,28,0.7,27,13,106,139,640,478,1,Mixed_Breed,Golden_Retriever,TRUE,Mixed_Breed__Golden_Retriever
3856,1,2,2,2,3,0,3,3,1,1,1,1,0,41326,0,2,0.586111111,1,0,0,25,9,2.5,20,16,119,117,640,478,1,Irish_Setter,Irish_Setter,FALSE,Irish_Setter
3857,1,0,1,2,3,0,2,1,1,1,3,2,0,41326,1,9,0.4375,1,-0.1875,-1,71,14,0.6,68,22,81,136,360,497,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3858,1,0,2,1,2,0,1,1,1,1,2,1,20,41401,0,2,0.070747475,1,0,0,49,10,1.4,20,30,88,108,300,400,0,Miniature_Pinscher,No_Breed,FALSE,Miniature_Pinscher
3859,2,1,2,1,7,0,2,1,2,2,2,1,0,41326,0,3,-0.000297619,-1,0,0,54,10,-0.1,29,76,40,125,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3860,1,1,2,3,0,0,1,1,1,1,2,1,0,41401,0,2,0.325833333,1,0,0,22,4,1.4,20,28,182,152,300,400,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3861,2,0,2,1,2,7,1,2,2,1,2,1,0,41326,0,3,0.073333333,1,0,0,47,5,0.7,30,29,117,97,494,360,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3862,2,1,1,6,0,0,2,2,1,3,1,1,0,41326,0,1,0.452045455,1,0,0,42,10,2,10,99,58,113,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3863,2,0,1,7,0,0,2,1,2,1,2,1,0,41401,0,15,0.172896923,1,-0.1875,-1,469,67,4.6,145,21,66,143,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3864,2,0,2,1,7,0,1,1,2,2,2,1,0,41326,0,4,0.404761905,1,0,0,77,9,3.3,37,47,37,130,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3865,2,0,2,7,0,0,2,2,2,2,2,1,0,41401,0,5,0.4375,1,0,0,43,5,1.5,50,13,167,111,400,268,0,Abyssinian,No_Breed,FALSE,Abyssinian
3866,1,0,2,2,7,0,2,1,2,3,2,1,0,41326,0,1,0,0,0,0,4,0,0,8,69,67,142,272,400,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3867,2,0,2,1,3,7,2,3,2,1,2,1,5,41326,0,5,0.0742959,1,-0.05,-1,109,21,1.9,50,49,93,159,400,300,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3868,1,1,2,1,2,0,1,1,1,1,1,1,0,41326,0,2,0.26,1,0,0,24,5,1.6,20,13,171,133,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3869,2,2,2,1,7,0,1,3,3,2,3,1,0,41401,0,1,0.068939394,1,0,0,116,17,-0.3,10,99,97,116,640,388,1,Persian,No_Breed,FALSE,Persian
3870,2,0,1,1,7,0,1,1,2,1,1,1,0,41401,0,5,0.15,1,0,0,3,0,0.3,45,15,129,153,396,316,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3871,1,2,1,1,0,0,1,1,1,1,2,1,25,41326,0,5,0.083333333,1,-0.166666667,-1,30,9,0,49,102,99,127,416,480,1,Poodle,No_Breed,FALSE,Poodle
3872,1,0,2,1,2,0,2,1,1,1,2,1,0,41326,0,13,-0.125,-1,0,0,39,11,0.6,104,31,104,139,508,449,0,Mixed_Breed,German_Shepherd_Dog,TRUE,Mixed_Breed__German_Shepherd_Dog
3873,2,0,1,7,0,0,2,1,2,2,2,1,0,41326,0,1,-0.133333333,-1,0,0,6,2,0.2,10,95,115,180,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3874,2,1,2,2,4,7,1,2,1,1,1,1,12,41326,0,3,0.35,1,0,0,34,4,1,29,29,85,134,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3875,1,2,1,5,6,0,1,2,3,3,3,2,0,41326,0,3,0.169074074,1,0,0,109,19,-0.5,22,78,46,118,366,333,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3876,2,0,2,2,5,7,1,2,2,2,2,1,0,41326,0,3,0,0,0,0,24,2,0.2,30,19,59,139,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3877,2,0,1,2,4,0,2,2,2,2,2,1,0,41326,0,3,0.419444444,1,0,0,38,4,2.6,24,11,104,88,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3878,1,2,1,1,2,0,2,1,1,1,1,1,0,41401,0,1,0.133333333,1,0,0,23,5,0.2,10,25,46,103,400,300,1,Miniature_Pinscher,No_Breed,FALSE,Miniature_Pinscher
3879,1,2,2,2,3,5,2,2,2,2,2,1,0,41326,0,1,0.120576923,1,0,0,89,15,1.3,10,17,86,138,400,300,1,Terrier,Mixed_Breed,TRUE,Terrier__Mixed_Breed
3880,2,2,2,1,3,7,2,2,1,1,1,1,25,41327,0,2,0.133333333,1,0,0,55,17,0.9,20,22,86,125,474,459,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3881,1,0,1,1,2,5,2,1,1,1,2,1,20,41326,0,8,0.180710227,1,0,0,113,24,2.2,80,43,90,88,334,290,1,Mixed_Breed,Doberman_Pinscher,TRUE,Mixed_Breed__Doberman_Pinscher
3882,1,2,2,5,0,0,3,1,1,1,1,1,0,41327,0,2,0.213333333,1,0,0,45,9,1.4,19,26,43,178,400,329,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3883,1,0,1,2,7,0,2,1,2,2,2,1,0,41327,0,1,0.38,1,0,0,22,3,1.7,10,37,47,147,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3884,2,0,1,1,7,0,2,1,1,1,1,1,0,41326,0,21,0.316666667,1,0,0,110,16,3.5,190,51,44,114,391,263,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3885,1,0,2,5,0,0,2,2,2,2,2,1,0,41326,0,2,-0.020833333,-1,0,0,70,14,0.7,20,28,49,151,225,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3886,2,2,1,1,0,0,2,2,3,3,2,2,0,41401,0,3,0.3375,1,0,0,36,6,1.6,30,60,57,112,225,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3887,1,2,1,2,0,0,2,2,2,2,2,2,0,41326,0,2,0.3296875,1,0,0,64,10,1.3,20,23,95,155,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3888,1,2,1,2,7,0,2,1,1,1,1,1,0,41326,0,4,0.11780303,1,0,0,109,20,4.6,37,16,101,194,480,463,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3889,1,0,2,2,7,0,2,1,2,2,2,1,0,41326,0,2,0.3,1,0,0,30,8,1,20,31,58,122,400,300,0,Terrier,No_Breed,FALSE,Terrier
3890,1,0,2,2,0,0,1,1,3,3,3,1,0,41326,0,5,0.050681818,1,0,0,99,14,-1,45,22,80,108,320,380,0,Shar_Pei,Mixed_Breed,TRUE,Shar_Pei__Mixed_Breed
3891,1,0,1,1,2,0,2,1,3,3,2,1,0,41326,0,2,0.375,1,0,0,22,3,1.1,19,28,82,115,455,507,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3892,1,0,2,2,0,0,1,1,1,1,2,1,0,41326,0,0,0.49,1,0,0,15,1,1.8,0,-1,-1,-1,-1,-1,0,Labrador_Retriever,Beagle,FALSE,Labrador_Retriever
3893,1,0,2,2,0,0,2,2,1,1,2,1,0,41326,0,7,0.070833333,1,0,0,35,6,0.1,68,34,53,139,342,357,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3894,1,0,1,2,5,0,1,2,1,1,2,1,0,41345,0,2,0,0,0,0,19,2,-0.2,20,70,84,158,350,350,0,Pekingese,No_Breed,FALSE,Pekingese
3895,1,0,2,2,0,0,2,2,1,1,2,1,0,41326,0,0,-0.055555556,-1,0,0,28,6,0.6,0,-1,-1,-1,-1,-1,0,Mixed_Breed,Labrador_Retriever,TRUE,Mixed_Breed__Labrador_Retriever
3896,1,0,2,2,7,0,2,1,2,1,2,1,0,41326,0,3,0.336666667,1,0,0,55,11,2,29,34,95,147,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3897,1,2,2,1,7,0,1,3,1,1,2,1,25,41326,0,2,0.528472222,1,0,0,69,14,2.9,20,37,91,140,640,480,1,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
3898,1,0,2,5,0,0,2,2,2,2,2,1,15,41326,2,3,0.512239583,1,0,0,75,14,1.9,26,66,75,128,306,440,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3899,2,0,2,1,6,7,1,1,2,2,2,1,0,41401,0,3,-0.028541667,-1,0,0,30,8,1.4,30,109,74,82,355,310,0,Tuxedo,No_Breed,FALSE,Tuxedo
3900,1,2,2,2,0,0,2,1,3,3,3,1,0,41326,0,3,-0.04875,-1,0,0,82,15,-1.2,26,20,87,193,640,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3901,2,0,1,1,7,0,1,2,2,2,2,1,0,41326,0,2,0.154166667,1,0,0,67,15,2.1,19,24,87,107,640,427,0,Turkish_Angora,No_Breed,FALSE,Turkish_Angora
3902,2,0,1,1,7,0,1,2,2,2,2,1,0,41326,0,4,0.186111111,1,0,0,42,7,2.8,38,41,60,115,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3903,1,1,2,1,7,0,2,2,1,1,1,1,0,41325,0,3,0.254166667,1,0,0,113,18,4.5,29,69,50,134,480,360,1,Border_Collie,Norfolk_Terrier,FALSE,Border_Collie
3904,2,1,2,1,2,4,1,2,2,2,2,1,0,41401,0,3,0.163541667,1,0,0,121,17,1.5,30,24,43,104,299,400,0,Persian,Tortoiseshell,FALSE,Persian
3905,2,0,2,1,2,7,2,1,2,1,2,1,0,41326,0,5,0.099074074,1,0,0,135,19,1.7,49,17,155,148,416,480,0,Calico,Mixed_Breed,TRUE,Calico__Mixed_Breed
3906,1,0,1,1,2,0,2,1,1,1,2,1,0,41332,0,3,0.113888889,1,0,0,109,13,0.7,29,62,89,120,300,479,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3907,2,0,2,1,7,0,1,1,2,3,2,1,0,41326,0,1,0.216666667,1,0,0,28,8,1,10,38,63,127,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3908,2,0,2,1,3,7,2,1,2,1,2,1,0,41401,0,2,0.051526292,1,0.05,1,130,12,1.2,20,21,96,142,350,350,0,Tabby,No_Breed,FALSE,Tabby
3909,1,2,1,1,0,0,1,2,1,1,1,1,0,41326,0,5,0.209004329,1,0,0,66,10,3,50,63,65,137,566,384,1,Poodle,No_Breed,FALSE,Poodle
3910,2,0,2,1,4,7,2,2,2,1,2,1,8,41401,0,5,0.449621212,1,0,0,156,23,6.1,50,52,57,134,640,480,0,Calico,No_Breed,FALSE,Calico
3911,1,1,1,2,7,0,2,1,1,1,1,1,0,41326,0,3,0,0,0,0,10,2,0,23,28,94,112,300,400,1,Terrier,Doberman_Pinscher,FALSE,Terrier
3912,2,0,1,7,0,0,1,1,2,2,2,1,0,41326,0,4,0.15,1,0,0,59,10,-0.5,38,24,70,117,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3913,2,0,1,2,7,0,1,1,2,2,2,1,0,41326,0,1,0.313839286,1,0,0,130,26,2.1,10,28,48,142,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3914,2,1,1,2,4,0,2,2,1,1,1,1,0,41326,0,1,0.084090909,1,0.333333333,1,34,5,0.3,10,29,192,122,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3915,1,0,2,2,0,0,2,1,2,2,1,1,0,41326,0,5,0,0,0,0,25,5,0.1,50,31,112,132,330,341,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3916,1,0,2,1,2,5,2,2,2,2,2,1,0,41401,0,14,0.076041667,1,0,0,26,6,1.3,137,73,62,131,262,350,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3917,1,0,2,2,5,7,2,1,1,1,1,1,0,41326,0,2,0.52172619,1,0,0,78,12,2.9,20,48,77,138,352,479,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3918,1,0,1,5,0,0,2,1,1,1,2,1,0,41330,0,3,0.6,1,0,0,42,12,2,30,45,31,143,306,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3919,1,0,2,7,0,0,2,2,1,1,2,1,0,41330,0,5,0.119330357,1,0,0,149,29,5.8,47,102,133,148,355,456,1,Labrador_Retriever,Mixed_Breed,TRUE,Labrador_Retriever__Mixed_Breed
3920,2,2,1,1,6,7,2,1,1,1,1,1,0,41326,0,7,0.292847222,1,0,0,79,19,4.7,70,37,72,128,342,357,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3921,1,2,2,2,0,0,2,1,1,1,1,1,10,41326,0,1,0.330555556,1,0,0,64,13,3.7,6,24,150,139,640,640,1,Pit_Bull_Terrier,Mixed_Breed,TRUE,Pit_Bull_Terrier__Mixed_Breed
3922,1,1,1,2,7,0,1,1,1,1,2,1,0,41326,0,3,0.213068182,1,0,0,15,2,0.4,29,32,59,147,400,267,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3923,1,0,1,1,0,0,2,2,1,1,2,1,10,41401,0,1,0.0477508,1,0,0,216,42,4.4,10,27,151,164,203,360,0,Cocker_Spaniel,Fox_Terrier,FALSE,Cocker_Spaniel
3924,1,2,1,1,0,0,2,2,1,3,3,1,0,41326,0,0,-0.111904762,-1,0,0,55,9,0,0,-1,-1,-1,-1,-1,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3925,1,2,1,2,0,0,2,2,1,1,1,1,0,41330,0,5,0.2795,1,0.3875,1,74,10,0.7,47,19,79,154,338,475,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3926,2,0,1,3,0,0,2,1,1,1,2,2,0,41326,0,5,0.153645833,1,0,0,120,29,1.3,42,52,103,128,416,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3927,2,0,2,3,7,0,1,1,1,1,1,1,0,41326,0,1,0.13875,1,0,0,85,13,3.4,10,27,76,136,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3928,1,0,1,1,2,3,1,2,1,1,2,1,0,41326,0,5,0.302083333,1,0.333333333,1,75,14,1.6,40,36,163,159,640,469,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3929,2,0,2,1,2,4,1,1,2,2,2,1,0,41361,0,1,0,0,0.35,1,-1,-1,-1,10,104,79,177,266,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3930,1,1,2,5,0,0,2,2,1,1,1,1,0,41326,0,5,0.372727273,1,0,0,61,8,2.6,49,22,108,125,360,400,1,Schnauzer,Poodle,FALSE,Schnauzer
3931,1,0,2,1,0,0,2,1,1,1,1,1,0,41330,0,3,0.114803922,1,0,0,154,21,3.6,29,116,50,129,359,480,0,Labrador_Retriever,Mixed_Breed,TRUE,Labrador_Retriever__Mixed_Breed
3932,2,0,1,3,4,5,1,2,2,1,2,1,0,41326,0,5,-0.099666667,-1,0,0,64,9,-8.33E-17,42,34,84,162,360,480,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3933,2,0,2,1,4,0,2,1,2,1,2,1,3,41326,0,1,0.113333333,1,0,0,63,14,-2.78E-17,9,24,151,138,300,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3934,1,2,2,2,0,0,1,3,3,1,3,1,0,41326,0,1,0.257142857,1,0,0,96,20,-1.4,10,9,92,141,225,300,0,Poodle,No_Breed,FALSE,Poodle
3935,1,0,1,2,0,0,2,1,2,2,2,1,0,41401,0,1,0.283035714,1,0,0,53,13,0.2,10,29,59,170,387,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3936,1,0,2,3,7,0,2,1,3,3,2,1,0,41326,0,2,0,0,0,0,13,6,0,20,80,45,167,400,300,0,Boxer,Labrador_Retriever,FALSE,Boxer
3937,2,0,1,1,7,0,1,2,2,2,2,1,3,41336,0,4,0,0,0,0,-1,-1,-1,34,122,55,124,375,325,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3938,1,0,1,1,7,0,2,2,1,1,2,1,0,41326,0,1,0.15,1,0,0,48,8,0,10,73,37,141,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3939,2,1,1,5,6,7,3,2,2,1,2,1,0,41326,0,1,0.443492063,1,0,0,33,6,2.6,10,8,47,129,432,403,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3940,2,0,2,1,6,7,2,3,2,2,2,1,10,41326,0,2,0.515,1,0,0,10,5,1.7,19,23,62,122,358,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3941,1,1,2,7,0,0,2,3,3,3,3,1,0,41326,0,1,0,0,0,0,8,1,0.8,10,5,90,111,419,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3942,2,1,2,2,4,5,2,1,2,2,1,1,0,41336,0,3,0.224675325,1,0,0,44,7,0.8,15,54,95,118,356,312,0,Calico,No_Breed,FALSE,Calico
3943,2,0,1,2,5,6,1,1,2,2,2,1,0,41401,0,4,0.213020833,1,0,0,64,13,1.7,37,28,76,132,325,375,0,Oriental_Short_Hair,No_Breed,FALSE,Oriental_Short_Hair
3944,2,0,1,1,2,0,1,1,2,2,2,1,0,41401,0,1,0.20625,1,-0.1875,-1,53,8,0.2,10,84,64,120,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3945,2,2,1,4,0,0,2,1,2,1,1,1,0,41326,0,4,0.069166667,1,0,0,133,20,2.7,39,20,95,139,430,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3946,1,2,1,2,7,0,2,2,3,3,3,1,0,41330,0,3,0.537083333,1,0,0,14,2,1.6,28,54,66,143,260,346,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3947,1,0,2,1,7,0,2,1,2,2,2,1,0,41326,0,2,0.4625,1,0,0,38,8,0.6,15,11,74,121,371,335,0,Mixed_Breed,Terrier,TRUE,Mixed_Breed__Terrier
3948,1,0,2,2,4,5,2,1,1,1,2,1,0,41326,0,3,0.196666667,1,0.3,1,59,11,3.1,24,57,80,165,349,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3949,1,0,2,2,0,0,2,2,1,1,2,1,0,41326,0,1,0.2,1,0,0,26,5,0.7,10,34,107,94,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3950,1,0,1,1,0,0,2,1,1,1,2,1,0,41326,0,3,0.135168651,1,-0.166666667,-1,168,30,0.3,29,100,65,121,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3951,2,0,1,6,7,0,2,2,2,1,2,1,5,41326,0,11,0.146652237,1,0,0,148,25,3.8,104,52,97,159,372,327,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3952,2,0,1,2,4,5,2,1,2,2,2,1,0,41325,0,4,0.315,1,0,0,62,16,0.9,37,42,43,130,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3953,2,0,1,1,7,0,2,1,2,1,2,1,0,41326,0,11,0.176666667,1,0,0,101,20,2.7,110,35,83,137,341,363,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3954,2,1,1,1,7,0,2,1,1,1,3,1,0,41401,0,6,0.705,1,0,0,10,2,0.9,60,44,77,126,383,333,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3955,2,2,1,1,7,0,3,3,2,2,1,1,0,41401,0,5,0.097272727,1,0,0,37,7,0.1,48,23,68,140,472,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3956,1,0,1,5,0,0,2,1,1,1,2,1,25,41336,0,2,0.180833333,1,-0.1875,-1,109,19,3.7,17,14,90,216,300,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3957,2,0,2,1,7,0,1,2,1,1,2,1,15,41326,0,6,0.316666667,1,0,0,38,8,2,60,28,64,137,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3958,2,2,1,1,6,7,2,2,1,1,1,1,0,41401,0,4,-0.023333333,-1,0,0,72,10,0.1,35,65,79,152,559,560,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3959,1,0,2,5,0,0,1,3,2,2,2,1,0,41330,0,3,0.248660714,1,0,0,55,9,1.5,30,19,59,155,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3960,2,2,1,1,7,0,2,1,2,1,1,1,0,41401,0,1,0.175416667,1,0,0,33,8,1.9,10,72,46,80,400,300,1,Tuxedo,Mixed_Breed,TRUE,Tuxedo__Mixed_Breed
3961,1,0,1,1,2,0,2,1,2,1,2,1,0,41326,0,1,0.261111111,1,0,0,41,8,1.3,9,21,57,102,640,640,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3962,2,1,2,2,3,7,1,1,1,1,2,1,0,41401,0,4,-0.1,-1,0,0,40,10,0.3,40,26,104,146,499,450,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3963,1,0,2,2,0,0,2,1,1,1,2,1,0,41326,0,9,0.115,1,0,0,116,20,0.9,86,35,89,155,380,244,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3964,1,2,1,2,4,0,3,1,3,2,2,1,0,41326,0,0,0,0,0.333333333,1,8,2,0.5,0,-1,-1,-1,-1,-1,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3965,1,0,2,7,0,0,2,1,2,1,2,1,0,41401,0,5,0.106666667,1,0,0,30,6,0.6,50,21,37,137,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3966,1,0,2,1,2,0,2,1,2,1,2,1,20,41336,0,4,0.28124349,1,0,0,244,33,4.7,38,16,104,112,325,375,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
3967,1,0,2,2,0,0,2,1,2,1,2,1,0,41326,0,1,0.294642857,1,0,0,60,10,3.3,10,13,135,130,267,400,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
3968,1,2,1,1,0,0,3,1,1,1,1,1,0,41401,0,4,0.593333333,1,0,0,37,7,1.2,35,34,91,98,400,268,0,Rottweiler,Mixed_Breed,TRUE,Rottweiler__Mixed_Breed
